Address;CategoryID;Category;City;Customer Company;Shippers Company;Customer;Country;EmployeeID;Fax;OrderDate;OrderID;Phone;PostalCode;ProductID;Product;ShipperID;StateProvince;SupplierID;Discount;Freight;Quantity;QuantityPerUnit;UnitCost;UnitPrice;UnitPrice (Products);UnitsInStock;UnitsOnOrder;Sales;Profit;City and Counry
Maubelstr. 90;3;Кондитерские изделия;Бранденбург;Дешево;ТрансАвтоГруз;Dieter Rummernige;Германия;3;;09.04.2006;10630;0555-09876;14776;55;Десерт низкокалорийный;2;;25;0.05;61.52;12;20;33.18;35.28;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Бранденбург, Германия
Vinb?ltet 34;8;Приправы;Копенгаген;Род и Вит;ТрансАвтоГруз;Preben Elkjaer;Дания;3;31 13 35 57;11.04.2006;10669;31 12 34 56;1734;36;Тмин;2;;17;0;33.74;30;20;июн.45;08.июн;8;112;0;1352550;854880;Копенгаген, Дания
Berliner Platz 43;1;Фрукты;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;12.04.2006;10670;089-0877310;80805;75;Хурма;2;;12;0;26.27;25;1;июн.61;июл.38;июл.75;125;0;351550;-209275;Мюнхен, Германия
Berliner Platz 43;2;Овощи;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;12.04.2006;10670;089-0877310;80805;67;Помидор черри;2;;16;0;26.27;25;26;46.1;58.73;60;52;0;#ЗНАЧ!;#ЗНАЧ!;Мюнхен, Германия
Berliner Platz 43;5;Мясо/Птица;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;12.04.2006;10670;089-0877310;80805;23;Индейка;2;;9;0;26.27;32;100;июл.43;авг.59;9;61;0;696416;188000;Мюнхен, Германия
Berliner Platz 43;8;Приправы;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;12.04.2006;10670;089-0877310;80805;73;Лавровый лист;2;;17;0;26.27;50;100;0.89;янв.13;01.янв;101;0;2063750;#ЗНАЧ!;Мюнхен, Германия
Berliner Platz 43;8;Приправы;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;12.04.2006;10670;089-0877310;80805;46;Укроп;2;;21;0;26.27;60;40;09.июл;дек.43;12;95;0;962460;-1744500;Мюнхен, Германия
Berguvsv?gen 8;1;Фрукты;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;13.04.2006;10672;0921-12 34 65;S-958 22;71;Персик;2;;15;0;59.59;12;10;26.49;32.47;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Berguvsv?gen 8;2;Овощи;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;13.04.2006;10672;0921-12 34 65;S-958 22;38;Баклажан;2;;18;0.1;59.59;15;4;62.38;82.9;80.5;17;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Avda. de la Constituci?n 2222;1;Фрукты;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;2;(5) 555-3745;14.04.2006;10308;(5) 555-4729;5021;70;Ананас;2;;7;0;52.09;5;15;24.98;29.55;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. de la Constituci?n 2222;3;Кондитерские изделия;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;2;(5) 555-3745;14.04.2006;10308;(5) 555-4729;5021;69;Булка-улитка;2;;15;0;52.09;1;100;янв.65;02.дек;2;26;0;45262;21519;Мехико, Мексика
Taucherstra?e 10;5;Мясо/Птица;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;14.04.2006;10674;0372-035188;1307;23;Индейка;2;;9;0;43.34;5;100;июл.43;сен.71;9;61;0;130885;51445;Кюневальд, Германия
C/ Ritual de lo Habitual 2312;3;Кондитерские изделия;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;18.04.2006;10677;(5) 555-3932;5023;26;Пирожное Восточное;2;;11;0.15;62.67;30;1;26.13;33.58;31.23;15;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
C/ Ritual de lo Habitual 2312;3;Кондитерские изделия;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;9;;18.04.2006;10677;(5) 555-3932;5023;33;Десер Фруктовый;2;;15;0.15;62.67;8;25;20.фев;26.51;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
24, place Kl?ber;3;Кондитерские изделия;Страсбург;Карусель;ТрансСервис;Julie Binoch?;Франция;5;88.60.15.32;19.04.2006;10679;88.60.15.31;67000;59;Чупа-Чупс;1;;28;0;62.06;12;105;июн.69;авг.51;08.май;79;0;226092;-78168;Страсбург, Франция
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;20.04.2006;10313;0372-035188;1307;36;Тмин;2;;17;0;66.69;12;20;июн.45;авг.47;8;112;0;208560;9492;Кюневальд, Германия
C/ Ritual de lo Habitual 2312;1;Фрукты;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;3;;21.04.2006;10682;(5) 555-3932;5023;75;Хурма;2;;12;0;54.83;30;1;июн.61;авг.25;июл.75;125;0;1376100;703110;Мехико, Мексика
C/ Ritual de lo Habitual 2312;2;Овощи;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;3;;21.04.2006;10682;(5) 555-3932;5023;66;Цветная капуста;2;;2;0;54.83;4;15;16.58;18.54;19;4;100;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
C/ Ritual de lo Habitual 2312;3;Кондитерские изделия;Мехико;Перекресток;ТрансАвтоГруз;Sancho Panza;Мексика;3;;21.04.2006;10682;(5) 555-3932;5023;33;Десер Фруктовый;2;;15;0;54.83;30;25;20.фев;25.47;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Mehrheimerstr. 369;3;Кондитерские изделия;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;7;0221-0765721;22.04.2006;10684;0221-0644327;50739;60;Сладкий снек;2;;28;0;38.97;30;53;апр.44;май.49;5;19;0;540570;55680;Кёльн, Германия
Mehrheimerstr. 369;6;Морепродукты;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;7;0221-0765721;22.04.2006;10684;0221-0644327;50739;47;Мидии мини;2;;22;0;38.97;40;14;22.дек;26.29;25.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Кёльн, Германия
Mehrheimerstr. 369;8;Приправы;Кёльн;Кёльн;ТрансАвтоГруз;Herman Schlusse;Германия;7;0221-0765721;22.04.2006;10684;0221-0644327;50739;40;Имбирь;2;;19;0;38.97;20;1;16.34;18.24;18.апр;123;0;#ЗНАЧ!;#ЗНАЧ!;Кёльн, Германия
67, rue des Cinquante Otages;5;Мясо/Птица;Нант;Карнавал продуктов;ТрансСервис;Pierre Chardin;Франция;6;40.67.89.89;22.04.2006;10683;40.67.88.88;44000;52;Говядина;1;;24;0;47.1;9;14;70.81;76.49;80;38;0;#ЗНАЧ!;#ЗНАЧ!;Нант, Франция
Vinb?ltet 34;2;Овощи;Копенгаген;Род и Вит;ТрансАвтоГруз;Preben Elkjaer;Дания;3;31 13 35 57;23.04.2006;10582;31 12 34 56;1734;76;Перец чили;2;;23;0;32.96;14;2;304.7;394.52;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Копенгаген, Дания
Vinb?ltet 34;5;Мясо/Птица;Копенгаген;Род и Вит;ТрансАвтоГруз;Preben Elkjaer;Дания;3;31 13 35 57;23.04.2006;10582;31 12 34 56;1734;57;Фарш свиной;2;;26;0;32.96;4;20;16.14;17.66;19.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Копенгаген, Дания
Rua Or?s, 92;2;Овощи;Сан Паоло;Овощной базар;ТрансАвтоГруз;Romario do Sauza;Бразилия;3;;25.04.2006;10650;(11) 555-9857;05442-030;53;Патиссон;2;;24;0.05;67.71;25;6;52.38;62.3;60.8;0;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Rua Or?s, 92;3;Кондитерские изделия;Сан Паоло;Овощной базар;ТрансАвтоГруз;Romario do Sauza;Бразилия;3;;25.04.2006;10650;(11) 555-9857;05442-030;54;Десерт медовый;2;;25;0;67.71;30;24;30.27;35.35;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Rua Or?s, 92;8;Приправы;Сан Паоло;Овощной базар;ТрансАвтоГруз;Romario do Sauza;Бразилия;3;;25.04.2006;10650;(11) 555-9857;05442-030;30;Прованские травы;2;;13;0;67.71;30;1;22.71;27.51;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
8 Johnstown Road;6;Морепродукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;26.04.2006;10687;2 967 542;125 80;9;Омары;2;;4;0.25;55.58;50;10;32.9;41.17;39;29;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;6;Морепродукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;26.04.2006;10687;2 967 542;125 80;29;Креветки;2;;12;0;55.58;10;1;100.74;132.12;123.79;0;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;8;Приправы;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;3;########;26.04.2006;10687;2 967 542;125 80;36;Тмин;2;;17;0.25;55.58;6;20;июн.45;июл.74;8;112;0;163266;63732;Корк, Ирландия
Geislweg 14;3;Кондитерские изделия;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;5;6562-9723;26.04.2006;10686;6562-9722;5020;26;Пирожное Восточное;1;;11;0;44.19;15;1;26.13;29.55;31.23;15;0;#ЗНАЧ!;#ЗНАЧ!;Зальцбург, Австрия
Geislweg 14;6;Морепродукты;Зальцбург;Формат;ТрансСервис;Herbert Bernstorf;Австрия;5;6562-9723;26.04.2006;10686;6562-9722;5020;17;Кальмары;1;;7;0.2;44.19;30;36;19.35;22.июн;25;0;0;1352970;#ЗНАЧ!;Зальцбург, Австрия
Rua do Pa?o, 67;2;Овощи;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;28.04.2006;10690;(21) 555-0091;05454-876;77;Свекла;2;;12;0.25;47.52;30;1;окт.95;13.апр;13;32;0;1350870;301680;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;5;Мясо/Птица;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;9;(21) 555-8765;28.04.2006;10690;(21) 555-0091;05454-876;56;Свинина;2;;26;0.25;47.52;20;15;34.17;41.05;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Torikatu 38;1;Фрукты;Оулу;Пееркии Уурк;ТрансАвтоГруз;Miiko Heikill?;Финляндия;8;981-443655;29.04.2006;10320;981-443655;90110;71;Персик;2;;15;0;44.05;30;10;26.49;31.42;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Оулу, Финляндия
Taucherstra?e 10;1;Фрукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;01.05.2006;10273;0372-035188;1307;31;Груша;2;;14;0.05;78;15;20;июл.53;авг.95;08.май;0;70;523680;230565;Кюневальд, Германия
Taucherstra?e 10;2;Овощи;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;01.05.2006;10273;0372-035188;1307;76;Перец чили;2;;23;0.05;78;33;2;304.7;412.16;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;01.05.2006;10273;0372-035188;1307;33;Десер Фруктовый;2;;15;0;78;20;25;20.фев;25.45;25.май;112;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;01.05.2006;10273;0372-035188;1307;10;Кориандр;2;;4;0.05;78;24;20;06.фев;июн.88;7;31;0;775080;-304032;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;01.05.2006;10273;0372-035188;1307;40;Имбирь;2;;19;0.05;78;60;1;16.34;19.35;18.апр;123;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;1;Фрукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;02.05.2006;10694;0372-035188;1307;70;Ананас;2;;7;0;31.май;50;15;24.98;27.янв;29;15;10;2247650;#ЗНАЧ!;Кюневальд, Германия
"Suite 3B""";3;Кондитерские изделия;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;2;(206) 555-4115;02.05.2006;10693;(206) 555-4112;98128;69;Булка-улитка;2;WA;15;0.15;25.54;30;100;янв.65;фев.17;2;26;0;1283010;570720;Сиэттл, США
"Suite 3B""";3;Кондитерские изделия;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;2;(206) 555-4115;02.05.2006;10693;(206) 555-4112;98128;54;Десерт медовый;2;WA;25;0.15;25.54;60;24;30.27;37.04;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Сиэттл, США
Luisenstr. 48;3;Кондитерские изделия;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;7;0251-035695;02.05.2006;10438;0251-031259;44087;19;Печенье сахарное;2;;8;0.2;65.47;15;1;07.апр;сен.52;09.фев;25;0;288570;-386775;Мюнстер, Германия
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;02.05.2006;10694;0372-035188;1307;59;Чупа-Чупс;2;;28;0;31.май;25;105;июн.69;08.янв;08.май;79;0;1123350;489475;Кюневальд, Германия
Luisenstr. 48;4;Молочные продукты;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;7;0251-035695;02.05.2006;10438;0251-031259;44087;34;Кефир;2;;16;0.2;65.47;20;12;июн.76;июл.48;8;111;0;354300;-203940;Мюнстер, Германия
Luisenstr. 48;5;Мясо/Птица;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;7;0251-035695;02.05.2006;10438;0251-031259;44087;57;Фарш свиной;2;;26;0.2;65.47;15;20;16.14;20.мар;19.май;36;0;675075;#ЗНАЧ!;Мюнстер, Германия
"Suite 3B""";6;Морепродукты;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;2;(206) 555-4115;02.05.2006;10693;(206) 555-4112;98128;9;Омары;2;WA;4;0;25.54;6;10;32.9;35.3;39;29;0;#ЗНАЧ!;#ЗНАЧ!;Сиэттл, США
Taucherstra?e 10;7;Крупы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;02.05.2006;10694;0372-035188;1307;7;Гречневая крупа;2;;3;0;31.май;90;40;33.11;37.33;40;15;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
"Suite 3B""";8;Приправы;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;2;(206) 555-4115;02.05.2006;10693;(206) 555-4112;98128;73;Лавровый лист;2;WA;17;0.15;25.54;15;100;0.89;янв.18;01.янв;101;0;646515;#ЗНАЧ!;Сиэттл, США
Gatauppochner. 1;2;Овощи;Стокгольм;Стефани;ТрансАвтоГруз;Staffan Blond;Швеция;3;(8) 11 22 33;03.05.2006;10591;(8) 10 20 30;111 11;3;Помидор;2;;1;0;49.54;14;20;15.45;19.48;20;13;70;#ЗНАЧ!;#ЗНАЧ!;Стокгольм, Швеция
Gatauppochner. 1;3;Кондитерские изделия;Стокгольм;Стефани;ТрансАвтоГруз;Staffan Blond;Швеция;3;(8) 11 22 33;03.05.2006;10591;(8) 10 20 30;111 11;54;Десерт медовый;2;;25;0;49.54;50;24;30.27;37.02;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Стокгольм, Швеция
Gatauppochner. 1;7;Крупы;Стокгольм;Стефани;ТрансАвтоГруз;Staffan Blond;Швеция;3;(8) 11 22 33;03.05.2006;10591;(8) 10 20 30;111 11;7;Гречневая крупа;2;;3;0;49.54;10;40;33.11;38.56;40;15;0;#ЗНАЧ!;#ЗНАЧ!;Стокгольм, Швеция
"Suite 3B""";6;Морепродукты;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;3;(206) 555-4115;04.05.2006;10696;(206) 555-4112;98128;17;Кальмары;2;WA;7;0;40.47;20;36;19.35;25.48;25;0;0;#ЗНАЧ!;#ЗНАЧ!;Сиэттл, США
"Suite 3B""";8;Приправы;Сиэттл;Нирвана;ТрансАвтоГруз;Alice Chain;США;3;(206) 555-4115;04.05.2006;10696;(206) 555-4112;98128;46;Укроп;2;WA;21;0;40.47;18;40;09.июл;12.фев;12;95;0;809442;-2646;Сиэттл, США
Avda. Azteca 123;1;Фрукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;05.05.2006;10698;(5) 555-2933;5033;11;Киви;3;;5;0;68.35;15;25;21.янв;26.17;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;1;Фрукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;05.05.2006;10698;(5) 555-2933;5033;70;Ананас;3;;7;0.05;68.35;8;15;24.98;29.87;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;2;Овощи;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;05.05.2006;10698;(5) 555-2933;5033;65;Чеснок;3;;2;0.05;68.35;65;40;авг.68;10.авг;10.май;76;0;2934620;1306305;Мехико, Мексика
Avda. Azteca 123;6;Морепродукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;05.05.2006;10698;(5) 555-2933;5033;17;Кальмары;3;;7;0.05;68.35;8;36;19.35;23.97;25;0;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;6;Морепродукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;05.05.2006;10698;(5) 555-2933;5033;29;Креветки;3;;12;0.05;68.35;12;1;100.74;124.67;123.79;0;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Heerstr. 22;6;Морепродукты;Лейпциг;Продтовары;ТрансАвтоГруз;Helmuth Klein;Германия;7;;05.05.2006;10699;0342-023176;4179;47;Мидии мини;2;;22;0;69.3;12;14;22.дек;23.88;25.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Лейпциг, Германия
Luisenstr. 48;2;Овощи;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;8;0251-035695;06.05.2006;10664;0251-031259;44087;65;Чеснок;2;;2;0.15;56.3;15;40;авг.68;сен.95;10.май;76;0;524145;148380;Мюнстер, Германия
Luisenstr. 48;5;Мясо/Птица;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;8;0251-035695;06.05.2006;10664;0251-031259;44087;56;Свинина;2;;26;0.15;56.3;12;15;34.17;41.56;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Мюнстер, Германия
Luisenstr. 48;8;Приправы;Мюнстер;Бомбастик;ТрансАвтоГруз;Heinz Disco;Германия;8;0251-035695;06.05.2006;10664;0251-031259;44087;10;Кориандр;2;;4;0.15;56.3;24;20;06.фев;июн.85;7;31;0;748776;-330336;Мюнстер, Германия
C/ de Don Quijote, 67;1;Фрукты;Мадрид;Ашан;ТрансСервис;Julio Iglesias;Испания;5;(91) 555 91 99;06.05.2006;10326;(91) 555 22 82;28023;75;Хурма;1;;12;0;65.69;50;1;июн.61;08.дек;июл.75;125;0;2263400;1141750;Мадрид, Испания
C/ de Don Quijote, 67;2;Овощи;Мадрид;Ашан;ТрансСервис;Julio Iglesias;Испания;5;(91) 555 91 99;06.05.2006;10326;(91) 555 22 82;28023;4;Огурец;1;;2;0;65.69;24;15;19.34;19.84;22;53;0;#ЗНАЧ!;#ЗНАЧ!;Мадрид, Испания
C/ de Don Quijote, 67;5;Мясо/Птица;Мадрид;Ашан;ТрансСервис;Julio Iglesias;Испания;5;(91) 555 91 99;06.05.2006;10326;(91) 555 22 82;28023;57;Фарш свиной;1;;26;0;65.69;16;20;16.14;17.94;19.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Мадрид, Испания
8 Johnstown Road;1;Фрукты;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;09.05.2006;10701;2 967 542;125 80;71;Персик;2;;15;0.15;34.44;20;10;26.49;32.16;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;2;Овощи;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;09.05.2006;10701;2 967 542;125 80;76;Перец чили;2;;23;0.15;34.44;35;2;304.7;359.16;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Корк, Ирландия
8 Johnstown Road;3;Кондитерские изделия;Корк;Волынка;ТрансАвтоГруз;Robert Bolero;Ирландия;9;########;09.05.2006;10701;2 967 542;125 80;59;Чупа-Чупс;2;;28;0.15;34.44;42;105;июн.69;авг.71;08.май;79;0;1098132;33222;Корк, Ирландия
Alameda dos Can?rios, 891;1;Фрукты;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;10.05.2006;10704;(11) 555-1189;05487-020;24;Абрикос;2;;10;0;64.83;35;100;03.сен;апр.58;04.май;20;0;744660;-836360;Сан Паоло, Бразилия
?kergatan 24;1;Фрукты;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;8;;10.05.2006;10703;0695-34 67 21;S-844 67;2;Апельсин;2;;1;0;52.83;5;10;16.17;18.56;19;17;40;#ЗНАЧ!;#ЗНАЧ!;Брёке, Швеция
Alameda dos Can?rios, 891;2;Овощи;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;10.05.2006;10704;(11) 555-1189;05487-020;4;Огурец;2;;2;0;64.83;6;15;19.34;24.14;22;53;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
?kergatan 24;3;Кондитерские изделия;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;8;;10.05.2006;10703;0695-34 67 21;S-844 67;59;Чупа-Чупс;2;;28;0;52.83;35;105;июн.69;авг.88;08.май;79;0;1132460;245035;Брёке, Швеция
Alameda dos Can?rios, 891;6;Морепродукты;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;10.05.2006;10704;(11) 555-1189;05487-020;48;Креветки мини;2;;22;0;64.83;24;25;28.35;29.67;32.75;15;70;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
?kergatan 24;8;Приправы;Брёке;Галамарт;ТрансАвтоГруз;Linda Haglund;Швеция;8;;10.05.2006;10703;0695-34 67 21;S-844 67;73;Лавровый лист;2;;17;0;52.83;35;100;0.89;01.сен;01.янв;101;0;1580950;#ЗНАЧ!;Брёке, Швеция
Avda. Azteca 123;1;Фрукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;12.05.2006;10707;(5) 555-2933;5033;70;Ананас;3;;7;0.15;76.35;28;15;24.98;29.62;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;3;Кондитерские изделия;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;12.05.2006;10707;(5) 555-2933;5033;55;Десерт низкокалорийный;3;;25;0;76.35;21;20;33.18;41.81;39;115;0;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;5;Мясо/Птица;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;12.05.2006;10707;(5) 555-2933;5033;57;Фарш свиной;3;;26;0;76.35;40;20;16.14;19.ноя;19.май;36;0;1809960;#ЗНАЧ!;Мехико, Мексика
12, rue des Bouchers;3;Кондитерские изделия;Марсель;АТАК;ТрансСервис;Bernard de Gaule;Франция;5;91.24.45.41;12.05.2006;10331;91.24.45.40;13008;54;Десерт медовый;1;;25;0;70.49;15;24;30.27;37.97;35.45;21;0;#ЗНАЧ!;#ЗНАЧ!;Марсель, Франция
Av. Brasil, 442;2;Овощи;Кампинас;Карнавал продуктов;ТрансАвтоГруз;Anna Figo;Бразилия;3;;13.05.2006;10709;(11) 555-9482;04876-786;8;Картофель Сорт 1;2;;3;0;22.66;40;20;16.14;20.33;20;6;0;#ЗНАЧ!;#ЗНАЧ!;Кампинас, Бразилия
Av. Brasil, 442;3;Кондитерские изделия;Кампинас;Карнавал продуктов;ТрансАвтоГруз;Anna Figo;Бразилия;3;;13.05.2006;10709;(11) 555-9482;04876-786;60;Сладкий снек;2;;28;0;22.66;10;53;апр.44;апр.91;5;19;0;333290;171660;Кампинас, Бразилия
Av. Brasil, 442;6;Морепродукты;Кампинас;Карнавал продуктов;ТрансАвтоГруз;Anna Figo;Бразилия;3;;13.05.2006;10709;(11) 555-9482;04876-786;51;Мидии;2;;24;0;22.66;28;10;82.74;91.48;99.9;20;0;#ЗНАЧ!;#ЗНАЧ!;Кампинас, Бразилия
Magazinweg 7;2;Овощи;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;7;069-0245874;16.05.2006;10575;069-0245984;60528;63;Кабачок;2;;7;0;73.98;6;68;15.сен;19.71;19.сен;24;0;#ЗНАЧ!;#ЗНАЧ!;Франкфурт, Германия
Magazinweg 7;2;Овощи;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;7;069-0245874;16.05.2006;10575;069-0245984;60528;72;Перец болгарский;2;;14;0;73.98;30;30;авг.96;ноя.17;11.авг;14;0;1291200;232860;Франкфурт, Германия
Magazinweg 7;2;Овощи;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;7;069-0245874;16.05.2006;10575;069-0245984;60528;76;Перец чили;2;;23;0;73.98;10;2;304.7;406.08;399;57;0;#ЗНАЧ!;#ЗНАЧ!;Франкфурт, Германия
Magazinweg 7;3;Кондитерские изделия;Франкфурт;ВАРП АГ;ТрансАвтоГруз;Klaus Deum;Германия;7;069-0245874;16.05.2006;10575;069-0245984;60528;59;Чупа-Чупс;2;;28;0;73.98;12;105;июн.69;сен.34;08.май;79;0;151956;-152304;Франкфурт, Германия
Via Monte Bianco 34;3;Кондитерские изделия;Турин;Продуктовый бутик;ТрансСервис;Don Corleone;Италия;6;011-4988261;16.05.2006;10710;011-4988260;10100;19;Печенье сахарное;1;;8;0;21.49;5;1;07.апр;авг.45;09.фев;25;0;83250;-141865;Турин, Италия
Via Monte Bianco 34;6;Морепродукты;Турин;Продуктовый бутик;ТрансСервис;Don Corleone;Италия;6;011-4988261;16.05.2006;10710;011-4988260;10100;47;Мидии мини;1;;22;0;21.49;5;14;22.дек;26.31;25.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Турин, Италия
